ID_KH,ID_SP,BINHLUAN,SCORERATING,NGAYBINHLUAN
8621,2222,sản phẩm tuyệt vời.,1,7/3/2021 17:50
8622,8514,"Đóng gói chắc chắn, date xa",3,1/7/2021 14:54
8623,8205,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,5,3/24/2020 5:35
8625,3973,hạt trung bình chứ ko to,3,12/8/2020 18:05
8626,8279,"sẽ ủng hộ tiki nữa,san pham tot",4,2/20/2020 2:52
8627,8237,"giao hàng nhanh, bảo hành chính hãng",4,6/10/2020 22:13
8628,311,Đắt chứ không giảm,2,6/30/2020 23:05
8631,5931,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,2,2/28/2020 11:24
8632,9712,Bánh xe nhựa mỏng chứ ko phải cao su,3,12/15/2021 1:18
8633,6496,đóng gói kĩ,4,7/18/2020 20:08
8635,8019,Đắt chứ không giảm,4,2/1/2020 0:17
8637,6955,hết sẽ ủng hộ tiki nữa,4,10/9/2021 19:56
8638,889,"giao hàng nhanh, bảo hành chính hãng",4,6/28/2020 7:05
8640,8777,Đắt chứ không giảm,2,9/15/2020 18:36
8641,3595,Giao hàng nhanh,5,3/4/2021 19:10
8642,4582,khung inox mỏng ko chở được hàng nặng,2,8/9/2021 6:27
8644,2759,cảm giác dưỡng ẩm da tốt,2,3/21/2021 13:59
8645,214,"Chất vải may xấu, đường may thì cẩu thả.",2,9/21/2021 21:33
8646,5127,chất kem mịn,1,1/27/2020 8:44
8647,3717,"Nhựa quá tệ, bị giòn gãy đứt",3,2/19/2020 11:01
8648,7116,"chất liệu, sản phẩm như hình. được",4,7/13/2021 21:14
8649,4905,xài xong thích lắm. da mịn hơn hẳn.,1,3/2/2020 14:32
8650,404,sau khi sử dụng da có sáng hơn 1 tí,2,11/17/2020 20:28
8651,3972,"chất liệu, sản phẩm như hình. được",2,2/18/2020 21:55
8653,7074,"giao hàng nhanh, bảo hành chính hãng",4,7/13/2020 7:09
8654,6210,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,4,9/14/2021 12:00
8655,1290,đóng gói kĩ,4,8/16/2020 20:16
8656,6671,xài xong thích lắm. da mịn hơn hẳn.,4,8/3/2020 8:24
8657,8370,nói chung là ok,2,8/4/2020 14:12
8658,8488,hết sẽ ủng hộ tiki nữa,5,8/18/2020 15:13
8660,2523,mặt đáy và trục bánh,3,8/9/2020 8:13
8661,5587,mặt đáy và trục bánh,4,4/21/2021 13:33
8662,8846,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,5,2/10/2020 17:07
8663,2340,ko đủ cách nhiệt,2,8/7/2021 11:52
8664,1369,mua nhiều lần của các thương hiệu khác,1,5/2/2021 11:18
8666,5258,chất kem mịn,2,1/15/2021 10:58
8667,2848,Thà k gập còn hơn.,2,5/27/2021 12:16
8668,5630,chất kem mịn,2,10/16/2020 18:38
8669,9021,Bánh xe nhựa mỏng chứ ko phải cao su,4,6/20/2020 17:18
8670,6920,"giao hàng nhanh, bảo hành chính hãng",3,2/17/2020 13:05
8671,1311,xe bằng sắt để chịu lực tốt,3,6/30/2020 16:10
8672,2091,Đắt chứ không giảm,4,8/20/2021 2:50
8673,236,"Đóng gói chắc chắn, date xa",5,1/10/2021 13:52
8674,3511,sản phẩm tuyệt vời.,5,7/9/2020 23:50
8675,6764,dàn bằng nhôm không rỉ sét,4,10/22/2020 23:14
8676,7470,xài xong thích lắm. da mịn hơn hẳn.,1,9/25/2021 17:28
8677,730,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",5,10/15/2021 7:57
8679,1522,rẻ hơn mua ở cửa hàng điện máy,3,1/11/2020 18:35
8680,6540,"Sản phẩm sử dụng tốt, mẫu mã đẹp",4,12/17/2020 17:34
8681,470,"sẽ ủng hộ tiki nữa,san pham tot",4,11/8/2021 6:40
8682,8466,nhìn dễ thương,3,5/16/2020 9:38
8683,5771,Đắt chứ không giảm,1,10/11/2021 21:17
8684,4991,"Chất vải may xấu, đường may thì cẩu thả.",2,7/19/2021 14:59
8685,7055,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",5,11/18/2021 17:52
8687,1137,"Đóng gói chắc chắn, date xa",2,4/28/2020 23:55
8688,2051,xài xong thích lắm. da mịn hơn hẳn.,3,2/1/2021 16:40
8689,5565,sản phẩm tuyệt vời.,1,3/27/2021 12:53
8690,2541,Tot và rẻ lam,4,1/8/2021 16:38
8691,2557,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,3,12/15/2020 14:05
8692,31,"sẽ ủng hộ tiki nữa,san pham tot",3,9/20/2021 2:40
8693,3593,"chất liệu, sản phẩm như hình. được",4,6/25/2021 12:04
8694,7896,Bánh xe nhựa mỏng chứ ko phải cao su,3,11/25/2021 7:36
8695,2244,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,3,9/24/2020 0:45
8696,9120,khung inox mỏng ko chở được hàng nặng,5,5/29/2021 0:46
8697,3506,mua nhiều lần của các thương hiệu khác,3,11/19/2020 23:07
8699,596,mình dùng bông lau hoặc lấy tay vỗ lên mặt,4,11/8/2020 14:42
8700,3048,mua nhiều lần của các thương hiệu khác,1,4/9/2021 11:47
8701,2796,nhấc nồi nóng ko an toàn,4,12/29/2020 20:23
8703,653,"chất liệu, sản phẩm như hình. được",5,12/8/2021 20:18
8705,8891,Hình ảnh là 2 lúc nhận 1 hộp điều à.,3,11/27/2020 3:48
8707,6597,mình dùng bông lau hoặc lấy tay vỗ lên mặt,5,1/23/2021 2:08
8708,6924,rẻ hơn mua ở cửa hàng điện máy,3,7/20/2021 3:50
8711,1024,xe bằng sắt để chịu lực tốt,4,12/30/2020 6:46
8712,8817,cảm giác dưỡng ẩm da tốt,4,5/10/2020 19:05
8713,6668,sản phẩm k có tem hãng dán,1,3/28/2020 5:35
8714,7519,"Nhựa quá tệ, bị giòn gãy đứt",5,4/7/2020 10:52
8715,5521,"Đóng gói chắc chắn, date xa",2,3/18/2020 23:05
8717,7193,"ăn không bị mặn, ",1,2/16/2021 1:59
8718,6664,nhấc nồi nóng ko an toàn,4,5/28/2021 13:51
8720,8578,mình dùng bông lau hoặc lấy tay vỗ lên mặt,2,5/20/2021 10:01
8722,8231,dàn bằng nhôm không rỉ sét,4,6/3/2021 4:39
8723,8789,sản phẩm tuyệt vời.,2,2/4/2020 22:04
8724,5204,"Chất vải may xấu, đường may thì cẩu thả.",5,12/26/2021 2:08
8725,178,Thà k gập còn hơn.,1,8/12/2020 22:37
8726,4116,sản phẩm tuyệt vời.,3,6/25/2020 14:15
8727,8650,dàn bằng nhôm không rỉ sét,4,3/5/2021 15:41
8729,9631,mua nhiều lần của các thương hiệu khác,2,11/13/2021 17:23
8731,4000,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",1,5/26/2020 2:39
8732,3141,mình dùng bông lau hoặc lấy tay vỗ lên mặt,3,6/15/2021 10:48
8733,2267,cảm giác dưỡng ẩm da tốt,1,12/5/2021 3:31
8735,9235,mua nhiều lần của các thương hiệu khác,1,12/19/2020 0:23
8736,120,"Đóng gói chắc chắn, date xa",2,3/22/2020 5:10
8739,9193,hay bị lẫn và hạt hư.,5,11/15/2020 9:10
8740,7830,mua nhiều lần của các thương hiệu khác,1,2/16/2021 11:36
8743,9495,Thà k gập còn hơn.,1,6/17/2020 12:25
8744,1952,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",5,1/26/2020 18:02
8745,1653,xài xong thích lắm. da mịn hơn hẳn.,2,8/9/2020 5:14
8746,2255,"Sản phẩm sử dụng tốt, mẫu mã đẹp",1,1/7/2020 23:07
8748,5434,đóng gói kĩ,5,6/26/2021 11:40
8750,7983,mình dùng bông lau hoặc lấy tay vỗ lên mặt,3,11/2/2021 19:22
8751,2132,sản phẩm k có tem hãng dán,1,12/6/2021 15:52
8752,3367,"Dùng ổn, k bị thấm nước",1,2/1/2021 19:01
8753,6260,"Ăn khá ngon ,độ mặn vừa phải ",2,9/6/2020 19:54
8754,7799,"Ăn khá ngon ,độ mặn vừa phải ",5,3/20/2021 0:24
8755,1451,"giao hàng nhanh, bảo hành chính hãng",2,11/6/2020 0:32
8756,8616,"Đóng gói chắc chắn, date xa",4,1/6/2020 5:57
8757,5628,"ko dùng nhấc bếp dc, trơn, ",5,1/4/2020 3:03
8758,1698,đóng gói kĩ,4,4/13/2020 1:43
8759,1897,Đắt chứ không giảm,1,4/13/2021 12:11
8760,2727,Hình ảnh là 2 lúc nhận 1 hộp điều à.,3,3/8/2021 5:48
8761,5772,mình dùng bông lau hoặc lấy tay vỗ lên mặt,2,12/1/2020 21:30
8763,7888,sau khi sử dụng da có sáng hơn 1 tí,1,8/8/2021 12:08
8765,3917,nói chung là ok,5,12/16/2020 18:05
8767,8898,"giao hàng nhanh, bảo hành chính hãng",4,5/6/2020 16:42
8769,3803,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,5,9/1/2020 11:31
8773,9241,cảm giác dưỡng ẩm da tốt,2,10/13/2020 23:18
8774,590,nói chung là ok,3,6/17/2021 17:02
8775,5696,nói chung là ok,4,10/12/2021 23:08
8776,3326,ko đủ cách nhiệt,4,4/20/2021 10:07
8777,594,hay bị lẫn và hạt hư.,3,9/17/2020 4:36
8780,1221,xe bằng sắt để chịu lực tốt,2,4/13/2021 19:46
8781,232,cảm giác dưỡng ẩm da tốt,1,5/17/2020 14:46
8782,6954,hạt trung bình chứ ko to,1,6/24/2021 10:45
8783,6676,"chất liệu, sản phẩm như hình. được",2,2/12/2020 8:37
8784,4057,mua nhiều lần của các thương hiệu khác,4,7/31/2021 5:08
8785,667,"Chất vải may xấu, đường may thì cẩu thả.",3,11/14/2020 21:06
8786,3859,hết sẽ ủng hộ tiki nữa,3,1/21/2021 21:27
8787,5006,"Sản phẩm sử dụng tốt, mẫu mã đẹp",3,2/9/2020 19:16
8788,4336,Tot và rẻ lam,5,2/13/2020 4:44
8789,63,cảm giác dưỡng ẩm da tốt,1,3/28/2020 21:16
8790,2697,nhìn dễ thương,1,9/3/2020 7:53
8791,729,Bánh xe nhựa mỏng chứ ko phải cao su,3,3/18/2020 11:12
8792,1543,nhìn dễ thương,5,1/14/2020 2:04
8793,752,"Nhựa quá tệ, bị giòn gãy đứt",1,11/1/2020 13:13
8794,4942,rẻ hơn mua ở cửa hàng điện máy,1,3/18/2020 10:11
8795,6212,nhìn dễ thương,3,6/20/2020 9:49
8796,6813,"chất liệu, sản phẩm như hình. được",5,3/13/2020 1:38
8797,953,sản phẩm tuyệt vời.,2,12/17/2021 4:14
8798,720,"giao hàng nhanh, bảo hành chính hãng",1,12/27/2021 17:35
8800,3532,xe bằng sắt để chịu lực tốt,1,4/8/2020 14:26
8801,6081,xài rất đã mà ko bị kích ứng da,2,10/16/2020 19:42
8802,7673,Tot và rẻ lam,2,7/29/2021 4:17
8804,9957,Đắt chứ không giảm,3,4/13/2021 0:57
8807,1450,sản phẩm tuyệt vời.,3,10/18/2020 15:48
8808,6379,dàn bằng nhôm không rỉ sét,4,11/20/2020 14:32
8809,7126,xài xong thích lắm. da mịn hơn hẳn.,3,5/23/2021 23:51
8810,2016,rẻ hơn mua ở cửa hàng điện máy,2,2/18/2021 17:32
8811,2958,"giao hàng nhanh, bảo hành chính hãng",5,6/1/2021 4:36
8812,2969,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",3,5/3/2020 22:53
8814,2196,xài rất đã mà ko bị kích ứng da,5,8/4/2021 3:03
8815,5373,"Đóng gói chắc chắn, date xa",2,4/18/2020 6:28
8816,1360,sử dụng thường xuyên có giảm mụn đầu đen,2,6/24/2020 0:18
8818,1422,mình dùng bông lau hoặc lấy tay vỗ lên mặt,2,5/14/2021 7:39
8819,1449,nói chung là ok,5,3/26/2021 11:28
8820,335,hạt trung bình chứ ko to,4,2/22/2020 13:34
8823,714,mặt đáy và trục bánh,4,4/30/2021 8:07
8824,2026,sau khi sử dụng da có sáng hơn 1 tí,4,6/30/2020 9:24
8826,3964,hết sẽ ủng hộ tiki nữa,2,4/4/2020 2:56
8827,8435,"ăn không bị mặn, ",1,4/16/2021 16:57
8829,567,Bánh xe nhựa mỏng chứ ko phải cao su,2,6/13/2021 20:30
8831,6908,"Ăn khá ngon ,độ mặn vừa phải ",5,10/21/2020 1:39
8832,7063,sau khi sử dụng da có sáng hơn 1 tí,4,9/7/2020 20:09
8833,2305,Hình ảnh là 2 lúc nhận 1 hộp điều à.,2,5/12/2020 4:58
8835,9589,Hình ảnh là 2 lúc nhận 1 hộp điều à.,3,5/19/2021 21:16
8837,2437,chất kem mịn,1,8/6/2021 2:25
8838,8791,"giao hàng nhanh, bảo hành chính hãng",5,5/12/2021 19:57
8839,962,nói chung là ok,2,5/5/2020 0:48
8840,8229,Giao hàng nhanh,1,1/18/2020 0:53
8841,4501,"sẽ ủng hộ tiki nữa,san pham tot",4,1/12/2020 3:49
8843,1225,"Nhựa quá tệ, bị giòn gãy đứt",4,2/4/2021 12:26
8844,2250,nói chung là ok,2,3/8/2020 7:07
8845,2654,hết sẽ ủng hộ tiki nữa,1,10/1/2021 5:53
8846,709,đóng gói kĩ,5,2/11/2021 4:06
8847,7329,nhấc nồi nóng ko an toàn,2,11/10/2021 5:51
8848,7763,hạt trung bình chứ ko to,5,8/17/2020 7:49
8850,4652,"giao hàng nhanh, bảo hành chính hãng",2,6/9/2021 10:15
8851,271,sản phẩm k có tem hãng dán,2,9/27/2020 5:10
8852,7085,mình dùng bông lau hoặc lấy tay vỗ lên mặt,4,12/6/2020 21:50
8854,7025,mua nhiều lần của các thương hiệu khác,5,8/6/2020 4:51
8855,1401,"giao hàng nhanh, bảo hành chính hãng",4,7/14/2020 4:29
8856,4023,sản phẩm k có tem hãng dán,5,1/23/2021 18:54
8857,8524,hay bị lẫn và hạt hư.,5,4/25/2020 2:48
8858,4211,hạt trung bình chứ ko to,5,6/27/2020 23:38
8859,1386,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",2,3/2/2021 21:53
8862,1975,dàn bằng nhôm không rỉ sét,3,12/3/2021 3:53
8864,6257,rẻ hơn mua ở cửa hàng điện máy,1,6/8/2020 4:35
8865,1398,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,5,3/26/2020 14:49
8866,8783,sản phẩm tuyệt vời.,5,2/21/2020 14:26
8868,5556,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",5,3/24/2020 17:12
8869,9405,Thà k gập còn hơn.,3,1/18/2020 4:50
8870,6636,nói chung là ok,3,5/28/2021 2:12
8871,9218,nhấc nồi nóng ko an toàn,5,9/30/2021 7:27
8872,9340,hết sẽ ủng hộ tiki nữa,1,9/17/2021 0:01
8873,7639,nhấc nồi nóng ko an toàn,3,1/28/2020 7:22
8874,5879,khung inox mỏng ko chở được hàng nặng,2,7/5/2021 4:05
8876,5328,mặt đáy và trục bánh,1,8/10/2020 7:15
8877,7360,"Chất vải may xấu, đường may thì cẩu thả.",5,3/9/2020 9:37
8878,2868,sản phẩm k có tem hãng dán,1,10/11/2021 8:26
8879,2314,"ko dùng nhấc bếp dc, trơn, ",1,10/20/2020 23:21
8880,1118,"Sản phẩm sử dụng tốt, mẫu mã đẹp",3,4/25/2020 2:08
8881,1113,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",2,3/14/2021 2:44
8883,1136,"chất liệu, sản phẩm như hình. được",2,1/29/2020 13:08
8884,2123,khung inox mỏng ko chở được hàng nặng,1,2/4/2020 10:05
8885,2945,"Chất vải may xấu, đường may thì cẩu thả.",4,7/13/2021 3:22
8886,1604,"sẽ ủng hộ tiki nữa,san pham tot",5,11/21/2020 16:28
8887,7992,nói chung là ok,4,11/13/2021 4:18
8888,9085,chất kem mịn,2,8/8/2020 10:54
8889,8666,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",3,8/22/2020 1:03
8890,7605,"Chất vải may xấu, đường may thì cẩu thả.",4,10/29/2021 14:50
8892,6716,hay bị lẫn và hạt hư.,2,2/21/2020 18:45
8893,281,sử dụng thường xuyên có giảm mụn đầu đen,1,1/3/2020 8:38
8894,8194,hạt trung bình chứ ko to,5,8/8/2020 1:06
8895,5192,đóng gói kĩ,5,5/29/2021 12:00
8896,6934,xài rất đã mà ko bị kích ứng da,5,7/1/2021 16:05
8897,3907,chất kem mịn,4,8/11/2020 5:34
8898,3114,mình dùng bông lau hoặc lấy tay vỗ lên mặt,2,3/7/2021 18:23
8899,339,chất kem mịn,1,1/16/2020 14:24
8901,2312,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",2,6/30/2021 19:03
8902,4765,rẻ hơn mua ở cửa hàng điện máy,1,1/14/2020 10:49
8903,7356,mình dùng bông lau hoặc lấy tay vỗ lên mặt,5,10/18/2021 13:35
8904,7492,"ăn không bị mặn, ",2,4/26/2020 19:03
8905,6423,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",1,6/13/2020 17:42
8906,1870,ko đủ cách nhiệt,3,7/4/2020 12:36
8907,9177,"ko dùng nhấc bếp dc, trơn, ",1,8/31/2020 1:11
8908,1913,"Đóng gói chắc chắn, date xa",1,4/3/2021 10:28
8909,2037,khung inox mỏng ko chở được hàng nặng,5,10/11/2021 8:22
8911,4838,nhìn dễ thương,3,8/15/2020 5:24
8912,396,nhìn dễ thương,2,10/7/2021 0:07
8913,3620,hết sẽ ủng hộ tiki nữa,1,6/20/2021 17:54
8914,4559,Thà k gập còn hơn.,5,12/22/2021 4:13
8915,1245,mua nhiều lần của các thương hiệu khác,5,9/23/2020 10:46
8916,5709,"Sản phẩm sử dụng tốt, mẫu mã đẹp",1,10/5/2020 5:40
8917,695,khung inox mỏng ko chở được hàng nặng,1,7/22/2020 13:19
8918,8983,nhìn dễ thương,5,1/10/2020 3:25
8919,2701,"Sản phẩm sử dụng tốt, mẫu mã đẹp",2,2/10/2021 9:54
8920,2321,nhấc nồi nóng ko an toàn,2,10/12/2021 17:20
8921,3352,mặt đáy và trục bánh,2,4/28/2021 0:26
8922,6505,mua nhiều lần của các thương hiệu khác,3,8/21/2020 19:10
8923,1129,sản phẩm tuyệt vời.,3,6/18/2020 4:48
8924,4280,"giao hàng nhanh, bảo hành chính hãng",3,12/3/2021 8:01
8925,1495,nói chung là ok,4,4/15/2020 10:42
8926,1737,cảm giác dưỡng ẩm da tốt,1,11/7/2021 17:49
8928,33,hết sẽ ủng hộ tiki nữa,2,10/3/2020 2:18
8929,8955,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,2,2/1/2020 5:05
8930,4401,xài rất đã mà ko bị kích ứng da,3,3/19/2020 4:42
8931,3128,Đắt chứ không giảm,5,9/18/2020 11:41
8932,1202,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",1,12/29/2020 11:37
8933,6573,xài rất đã mà ko bị kích ứng da,2,12/22/2020 5:03
8934,977,rẻ hơn mua ở cửa hàng điện máy,4,1/30/2021 2:16
8937,5768,xài rất đã mà ko bị kích ứng da,1,5/7/2020 15:16
8938,1325,mình dùng bông lau hoặc lấy tay vỗ lên mặt,5,4/23/2021 7:42
8939,19,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,1,1/18/2021 0:55
8940,8778,hay bị lẫn và hạt hư.,5,2/21/2020 8:21
8942,1091,sản phẩm k có tem hãng dán,2,10/2/2020 6:37
8943,9584,"sẽ ủng hộ tiki nữa,san pham tot",3,12/4/2020 11:28
8944,3030,hết sẽ ủng hộ tiki nữa,3,9/25/2021 17:13
8945,3684,hết sẽ ủng hộ tiki nữa,1,7/10/2021 11:59
8946,4307,"chất liệu, sản phẩm như hình. được",3,10/27/2020 14:11
8947,449,nhấc nồi nóng ko an toàn,1,8/25/2020 12:51
8948,7020,hay bị lẫn và hạt hư.,1,12/25/2020 17:59
8949,38,chất kem mịn,5,4/18/2021 0:06
8951,3061,Đắt chứ không giảm,3,12/9/2020 12:31
8952,3186,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",2,7/22/2021 7:59
8954,230,"ko dùng nhấc bếp dc, trơn, ",4,2/18/2021 8:25
8955,1813,Bánh xe nhựa mỏng chứ ko phải cao su,5,9/6/2021 18:54
8956,173,"Sản phẩm sử dụng tốt, mẫu mã đẹp",3,9/29/2021 19:14
8958,765,nói chung là ok,5,1/14/2021 2:55
8959,9737,"Dùng ổn, k bị thấm nước",2,10/25/2021 11:24
8961,4929,nhấc nồi nóng ko an toàn,4,4/18/2021 18:47
8962,2133,hết sẽ ủng hộ tiki nữa,2,7/15/2020 1:40
8963,1558,"Sản phẩm sử dụng tốt, mẫu mã đẹp",4,10/22/2020 4:52
8964,7333,nhấc nồi nóng ko an toàn,4,1/21/2021 17:44
8965,3106,"Sản phẩm sử dụng tốt, mẫu mã đẹp",2,11/23/2020 8:07
8966,9481,khung inox mỏng ko chở được hàng nặng,1,1/19/2020 7:42
8967,6247,khung inox mỏng ko chở được hàng nặng,2,3/2/2021 14:18
8969,113,"Dùng ổn, k bị thấm nước",5,4/16/2020 11:32
8971,5692,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,5,10/18/2020 11:15
8972,7793,Đắt chứ không giảm,3,6/27/2021 13:58
8973,8348,Giao hàng nhanh,2,9/17/2020 2:24
8974,8928,chất kem mịn,4,9/9/2020 12:21
8975,4425,hay bị lẫn và hạt hư.,4,9/22/2021 13:48
8976,8784,sau khi sử dụng da có sáng hơn 1 tí,2,1/13/2021 1:34
8977,6780,"Ăn khá ngon ,độ mặn vừa phải ",1,11/14/2021 15:54
8978,3660,dàn bằng nhôm không rỉ sét,3,12/18/2021 4:11
8979,2377,"ăn không bị mặn, ",5,10/5/2020 17:24
8981,8118,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,5,5/27/2020 0:46
8982,7260,sử dụng thường xuyên có giảm mụn đầu đen,2,12/10/2020 4:32
8983,8284,hạt trung bình chứ ko to,4,9/9/2021 19:41
8984,5191,hay bị lẫn và hạt hư.,3,8/20/2020 7:37
8985,6298,"Đóng gói chắc chắn, date xa",5,10/7/2020 16:15
8986,4257,"Ăn khá ngon ,độ mặn vừa phải ",4,2/20/2020 4:56
8987,8263,"Dùng ổn, k bị thấm nước",1,11/23/2020 19:29
8991,9067,rẻ hơn mua ở cửa hàng điện máy,1,1/11/2020 8:04
8992,6384,nhìn dễ thương,1,10/23/2020 2:48
8993,4802,Bánh xe nhựa mỏng chứ ko phải cao su,1,7/20/2020 11:58
8994,3545,rẻ hơn mua ở cửa hàng điện máy,1,1/10/2020 22:12
8996,9364,sau khi sử dụng da có sáng hơn 1 tí,2,2/1/2021 10:29
8997,5093,sử dụng thường xuyên có giảm mụn đầu đen,1,1/15/2020 1:15
8998,1812,"Đóng gói chắc chắn, date xa",5,6/30/2020 23:49
8999,2491,sau khi sử dụng da có sáng hơn 1 tí,5,11/6/2020 6:56
9000,211,nhìn dễ thương,3,8/9/2020 8:03
9003,9843,cảm giác dưỡng ẩm da tốt,1,4/21/2020 2:53
9004,2773,dàn bằng nhôm không rỉ sét,4,9/10/2020 1:01
9005,3115,rẻ hơn mua ở cửa hàng điện máy,1,8/31/2020 1:20
9006,4107,Bánh xe nhựa mỏng chứ ko phải cao su,4,8/27/2020 15:37
9008,1488,"Đóng gói chắc chắn, date xa",5,1/22/2021 19:47
9009,188,"ko dùng nhấc bếp dc, trơn, ",1,7/9/2020 22:56
9010,7449,dàn bằng nhôm không rỉ sét,1,6/14/2020 20:28
9011,8494,mua nhiều lần của các thương hiệu khác,2,10/23/2021 0:58
9012,5898,rẻ hơn mua ở cửa hàng điện máy,4,5/28/2020 15:57
9013,6336,Giao hàng nhanh,1,12/20/2021 15:51
9014,9461,"ăn không bị mặn, ",1,10/11/2021 6:17
9015,3961,rẻ hơn mua ở cửa hàng điện máy,5,11/17/2021 19:22
9016,6923,"sẽ ủng hộ tiki nữa,san pham tot",1,9/20/2021 23:01
9017,8142,khung inox mỏng ko chở được hàng nặng,3,9/8/2021 23:00
9018,6003,sử dụng thường xuyên có giảm mụn đầu đen,2,5/28/2020 15:41
9019,7748,xài xong thích lắm. da mịn hơn hẳn.,4,5/3/2020 1:44
9020,5388,"ăn không bị mặn, ",1,2/21/2021 5:28
9021,618,mặt đáy và trục bánh,4,12/10/2020 17:23
9022,3426,xài rất đã mà ko bị kích ứng da,4,12/10/2020 23:08
9024,9263,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",3,5/25/2020 14:05
9025,3238,"chất liệu, sản phẩm như hình. được",2,8/17/2021 13:30
9026,3349,cảm giác dưỡng ẩm da tốt,1,2/13/2020 17:13
9027,6783,rẻ hơn mua ở cửa hàng điện máy,5,2/10/2021 21:21
9028,3443,"Nhựa quá tệ, bị giòn gãy đứt",4,10/28/2020 17:08
9029,365,sử dụng thường xuyên có giảm mụn đầu đen,4,11/22/2021 17:44
9031,3074,ko đủ cách nhiệt,4,11/6/2020 2:19
9032,8025,nói chung là ok,5,9/23/2020 12:31
9033,5321,"Chất vải may xấu, đường may thì cẩu thả.",1,12/5/2020 23:34
9034,1976,Tot và rẻ lam,2,1/9/2020 7:41
9036,5237,"ko dùng nhấc bếp dc, trơn, ",1,12/31/2020 19:10
9038,5011,sản phẩm k có tem hãng dán,1,11/27/2021 12:23
9039,5955,nhấc nồi nóng ko an toàn,2,8/27/2021 21:11
9041,5681,mua nhiều lần của các thương hiệu khác,2,10/31/2021 22:30
9042,5100,"Đóng gói chắc chắn, date xa",5,5/26/2020 21:04
9043,7472,sản phẩm tuyệt vời.,2,1/14/2020 16:43
9044,787,"Nhựa quá tệ, bị giòn gãy đứt",5,1/12/2020 5:53
9045,9877,rẻ hơn mua ở cửa hàng điện máy,3,7/26/2021 17:33
9046,1970,rẻ hơn mua ở cửa hàng điện máy,4,12/17/2020 21:57
9048,8972,khung inox mỏng ko chở được hàng nặng,3,10/29/2021 7:53
9049,790,sản phẩm tuyệt vời.,3,2/10/2021 11:11
9051,9561,xài xong thích lắm. da mịn hơn hẳn.,1,2/2/2020 4:54
9052,4730,"Chất vải may xấu, đường may thì cẩu thả.",3,5/30/2020 10:24
9055,710,mình dùng bông lau hoặc lấy tay vỗ lên mặt,3,9/13/2021 8:45
9056,3050,"ko dùng nhấc bếp dc, trơn, ",5,6/9/2020 11:58
9057,7411,Thà k gập còn hơn.,5,10/29/2021 16:20
9058,1600,Bánh xe nhựa mỏng chứ ko phải cao su,5,12/29/2021 22:09
9059,3177,"Sản phẩm sử dụng tốt, mẫu mã đẹp",5,10/13/2021 19:19
9060,5033,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,2,5/16/2020 14:35
9061,6554,sử dụng thường xuyên có giảm mụn đầu đen,3,4/17/2021 0:50
9064,2675,"Chất vải may xấu, đường may thì cẩu thả.",2,11/20/2021 4:40
9065,3530,"Chất vải may xấu, đường may thì cẩu thả.",4,7/12/2021 16:52
9066,7252,Thà k gập còn hơn.,1,9/21/2020 13:47
9067,9834,nhấc nồi nóng ko an toàn,1,7/22/2020 10:31
9068,2907,xe bằng sắt để chịu lực tốt,5,10/27/2021 14:58
9069,6587,"Dùng ổn, k bị thấm nước",5,1/26/2020 8:52
9070,9337,xài xong thích lắm. da mịn hơn hẳn.,1,12/25/2021 11:32
9073,1107,Giao hàng nhanh,5,11/17/2020 15:21
9074,6225,khung inox mỏng ko chở được hàng nặng,4,9/1/2020 3:21
9075,3034,mình dùng bông lau hoặc lấy tay vỗ lên mặt,1,3/5/2020 2:57
9076,1230,hay bị lẫn và hạt hư.,2,11/3/2021 15:06
9077,5911,hết sẽ ủng hộ tiki nữa,3,6/25/2021 9:34
9078,4288,xe bằng sắt để chịu lực tốt,2,9/19/2021 10:47
