ID_SP,TEN_SPHAM,MOTACHITIET_SP,KHOILUONG,GIANIEMYET,GIAKHUYENMAI,THOIGIANKM,SOLUONGTONKHO,GHICHUSPHAM,HANSUDUNGSP,NOISX,PHITIKITHU,LOAICAUTRUCSP,ID_TH,ID_DMN
7200,4QY46OF0L76FP9B3B8J0GDR75X6V55XCBFAABIX4AQCVG,YHMR4PCT1NSMV5H7Y8EFE49EWKQ0NN,5,1210000,1208000,2,705,BMCFTTWB2YNM7PGE6XNX,12/24/2020 6:40,Thái Lan,230000,3,2949,120
7201,32BZZJ1TH2HUHN5V2G91BPGLCTZ73HCAKHMC8OIFEYZ1DZZ,307KK,7,1211000,1209000,6,175,8QTL9P,9/21/2020 4:32,Trung Quốc,231000,3,2955,97
7202,FASJH5,BFPPGQBVMKK4M36VKBKEUWGNK2H3NQRZVXU,20,1212000,1210000,6,42,Q3YGB3XQ,1/5/2021 13:30,Trung Quốc,232000,3,2961,70
7203,DFF805TD,OB50QSYR5TQQ49TSMHUOK7EI3BGLHWAFHDH7YGF19YWF74C9024U0Z8,15,1213000,1211000,5,6587,RRN2DBBQNGWK50LZB4T67CCU5GMXAHS4KZA2CYGJJFU4,4/3/2021 20:55,Việt Nam,233000,3,2733,74
7204,B8ZA0YFS3HGQU8NO8RSVYG5FNV,BQAI20,18,1214000,1212000,7,5694,UCSGEW,11/6/2021 14:45,Việt Nam,234000,3,3140,100
7205,PDLZ0W,QE0Q4STJAQCBXM18RWJ8XBUPJQ8DMJYPCX6UF1Z,3,1215000,1213000,1,1348,FRXO07FPDBG1,4/13/2020 11:37,Thái Lan,235000,3,1570,112
7206,CIPW1VS5POM51QH58KJLTAAPL9GUS6AHK8RSLWE27AEI,J8DFBA,5,1216000,1214000,5,8204,THMKOIEDV19B7O93L9IQPA6KG0VZ46AACAJEMTTTRFYDO67UBJ,3/24/2020 17:20,Singapore,236000,3,2876,84
7207,1MQ0EZ,2LIZV3,10,1217000,1215000,2,59,R2HVHU,7/25/2020 15:01,Việt Nam,237000,3,1143,127
7208,CAB1TH,TELXS5JCC2MA55SXH0VNBTPOFM8XFXUP96UE2BL0D5H6PY2H,1,1218000,1216000,1,9440,WFUWNM,10/27/2020 1:23,Thái Lan,238000,3,1433,48
7209,ZVJZ5H,A54H5R,4,1219000,1217000,6,56,H9IMG1,11/4/2020 12:56,Việt Nam,239000,3,2250,56
7210,R0VERJ,FZZA3D,19,1220000,1218000,1,6802,YS81IT24N10U6TOPZ0DFBM9UYNJBSKCG,2/3/2021 21:40,Trung Quốc,240000,3,1875,92
7211,HRLX8W6WFGME0,56U8RL,18,1221000,1219000,2,1618,92SOWW,8/5/2021 23:55,Việt Nam,241000,3,2951,40
7212,5FH0WH,R4GP76,16,1222000,1220000,4,2290,0KIR5Q,12/6/2020 21:03,Trung Quốc,242000,3,1549,86
7213,NC6TU797B9IF5OER6PT7CTBXWY,GQ7DFI,16,1223000,1221000,5,219,KB4SAD,4/9/2021 7:33,Trung Quốc,243000,3,2544,120
7214,N6N5RY,1QZ1EO,9,1224000,1222000,0,9944,QWE8QG,7/19/2021 11:47,Hàn Quốc,244000,3,1847,121
7215,ZT4WIQ31XHJELBUW8ZLTZ2MSY6BCCYDLS78N0NZT7P,H6AGW46VV0EHMFLVGBH0DPYOSYZPL8,12,1225000,1223000,5,7964,A4DTPOM3J30IB9F,10/26/2021 7:25,Trung Quốc,245000,3,3117,9
7216,J3Z1ZVLLC466SZFERVNPYM7ZWDRUOA075YVYI6UC,1NJIS7TMQ3HU1QZNUMGD17U6S9W8ZMMV1DUEPHDN5LXEYSUJV4W0RX0V1805VZ7ICVJB30,7,1226000,1224000,4,2930,R5LH6X,7/24/2021 1:23,Trung Quốc,246000,3,2643,75
7217,M1WZ6MTH3KX1B64TDTP6,6NAKWRTQZN,2,1227000,1225000,7,5585,AGA1IDXSVZTIM,8/8/2021 18:14,Hà Lan,247000,3,1611,106
7218,KUV796,65LPX1,19,1228000,1226000,4,7229,FI9B0OA2EJFZF3ROE74H1RRIPE9TBW9C4XJI5HE,4/5/2020 0:12,Đài Loan,248000,3,1244,94
7219,0OHJO,XIY6RTC3NQTQNZF70S0YV,14,1229000,1227000,4,8056,38RBQA94AZU,10/4/2020 8:27,Hàn Quốc,249000,3,2852,35
7220,4DY5U,PGIRGY,5,1230000,1228000,2,4063,IS7OTAF1Y04HBFR3IMGQKF,12/24/2020 8:25,Trung Quốc,250000,3,685,75
7221,F9UJ35HRC7I1WV,DBT8QZG3C2S19V4586Y46CGA4WJT228MRB6CADUUJK2UVMUCMLMYFURJN3MKU0EKZAG08,4,1231000,1229000,5,5442,GKZI1J,6/21/2020 4:45,Trung Quốc,251000,3,1547,61
7222,6T7LHR,OR6VQI,5,1232000,1230000,4,352,GEQJ8QT5LIRU6IGFTQSLE7MXR5H1WB3RUTVFDH0LIQYWF8,11/26/2021 16:38,Hà Lan,252000,3,3173,98
7223,E5DIQX21KK6THCEJ0PPLA,9KBA22,11,1233000,1231000,0,5401,WDK9UVAAJ7KI85GD8H,2/6/2021 9:26,Nhật Bản,253000,3,2760,92
7224,7307X2XCBZF2C7UBB2NGAQXP2MEFPYV1,QJNZ72HC3R72BSUOE247,2,1234000,1232000,4,926,IQWQDE,3/22/2020 1:04,Việt Nam,254000,3,1850,25
7225,T82GXZUK7B4IE3855DHKO0BZMOK7CTBB5YR,OXFGKH,4,1235000,1233000,4,542,G26KL8,12/22/2021 11:05,Đức,255000,3,3006,63
7226,2DNX27FWNC56OG19IJV4PHQKU,LQ141O4M5J4EKG,7,1236000,1234000,0,6104,SUFCO0PJGUQZI6TVUA9A5JQ7EF4BQ3XEIM35H,7/12/2021 12:05,Đài Loan,256000,3,2956,102
7227,Z2YWFF,KDOMHAK5L1RK4XYYI14BO23TW7QOI7NCVGYJ8F6RVBD56RZ23NO2CPNIXW1N2GHY6XB4Z2L74H0CL0PYSCT1ADA,2,1237000,1235000,4,3849,DF3MMSLRBA18V7EAE21E2IX1PEK6O3KZF,1/24/2020 0:01,Trung QUốc,257000,3,1723,74
7228,P4BQM9,OP46,15,1238000,1236000,4,2059,U94VKXDGY6AIPXNNJMSCA1G9F4RYE,12/1/2020 0:49,Trung Quốc,258000,3,541,84
7229,C0BS6QG6,C9NEFP,4,1239000,1237000,0,2959,TKW2OM,9/10/2021 18:42,Trung Quốc,259000,3,3027,117
7230,SEE1C8SECLPNRZFC7E10J56HLY93PU8CS6ZQPH32VTAA,FHQREH,17,1240000,1238000,1,3782,OHS7Y51B8MQRC33077DX5ZLAOSCO1RX0C2C22XABJI208,4/20/2021 19:00,Trung QUốc,260000,3,2585,16
7231,DC8P2S7CIM,65VX29HF1OITIKGHRUDKVMCTX6RZXQCI5M95PY1U4O0S8IU1MHUELWG,6,1241000,1239000,3,4552,S2Z88N5MHKEV3PRH404JVN31XY8WIJAU,2/7/2021 23:14,Việt Nam,261000,3,2928,88
7232,VY98HT,6OUJYI55SL,15,1242000,1240000,0,1230,GA2LSG4CWVILROZVY7GJNVT52OBHKS,8/27/2020 12:26,Đức,262000,3,3145,52
7233,0RAJ1W,UA1QLX,14,1243000,1241000,0,9078,L1G30H,1/18/2021 21:38,Đài Loan,263000,3,3068,19
7234,O08I4QDHF8ZP,5HNHVP,5,1244000,1242000,4,2803,K0FNTP,8/14/2021 4:49,Việt Nam,264000,3,2605,116
7235,EXFOKA,F7JY9I4WO2TZS5XFP4MR86OHYB4KF1E4LT4IUJBORN47Y7BRMXE24X5KQEIL6WJS9S74XKC47ROEQEWGWBGZTOSM5KANU,19,1245000,1243000,7,3111,OL5XEY8YPY17XLAP9VTJGZCT7AL67WITNE38MJ0L,1/2/2020 0:31,Đài Loan,265000,3,3078,10
7236,HCUMBD,MKCZG3E64TB628SIBR9MWRI0U9HYXSUYM24UC3S3SZP7UQEK8R4ROLFQFO39765U15WGT09FIX8CIXPXIP43M34X5V68,4,1246000,1244000,3,1637,1ABT91MGXZY8F3VP,5/2/2021 17:02,Hà Lan,266000,3,2931,21
7237,6ZFLEF8C0AAEDD26C1KIJ4R05AFUV9KA711IPW,16RFRWQGBF08EWPUZICE7IFLYUETOFOX5S54B,14,1247000,1245000,5,7118,5M0RLM,6/22/2021 20:25,Trung Quốc,267000,3,3169,58
7238,YWUXVDN4BMJP11F0E6,U8EGJY,11,1248000,1246000,6,8375,XSKK94,12/29/2021 5:27,Trung Quốc,268000,3,2844,39
7239,BQQB2F,GUGSVB,10,1249000,1247000,7,1601,54EG56J8GWJBE7S506KB0UYA7G18YA0CNJWO1D26F4PLXMV,12/26/2020 6:41,Hàn Quốc,269000,3,1534,126
7240,NHZXB02DMSX8ES5U3WKUWN7GIN2U3QDLL0J1B,NVXN1AW5ATWMIC6MGIW0H37K4J3FD39Q4FX9XPL68Z6XSZ,4,1250000,1248000,2,7102,U16X69,12/12/2020 22:02,Trung QUốc,270000,3,537,15
7241,USU01ZAWHEVZX3WKM9EFW6W6HJH,RQWSSU713YB8NR18VKNTKT4BXN430AW8R8L3DOOS5JJ2Q65ZZ3JQQ0ADU9GHNCLM12ESQ0BFAEUV6YLE5RGLXA24D4E,9,1251000,1249000,6,2868,MLXCFB,6/12/2020 20:53,Hàn Quốc,271000,3,1987,69
7242,IPBDFZ,1MA9PZ6TKQTZVKSDAWUL5DYTX4UQPL0LGX8J2,4,1252000,1250000,2,794,9GQNCA,1/28/2021 11:34,Singapore,272000,3,2911,85
7243,8E17NQ,1KI57Z0WT77UHV9JSIQK,8,1253000,1251000,6,3203,A4N0SI,7/27/2020 7:14,Trung Quốc,273000,3,2225,48
7244,MYEBUYAXL0IOC9BWR4B6CZSBJ,GK5K7T,14,1254000,1252000,1,970,9PS1XBR5VI5D1EFJ98L0TPUZH1V5IPW7053RGL,8/22/2021 15:45,Hàn Quốc,274000,3,4880,44
7245,1GU4A,YO0O7C,11,1255000,1253000,3,61,G1NORG9J970KWVP,6/20/2020 21:12,Trung QUốc,275000,3,3093,123
7246,RZ2S0N,XSZW2FG6XETTVAYEU3OFIGTV12DLFTAL00EYM0AKP3JQN7CW1HZPBKC91X858,6,1256000,1254000,7,1943,ZVMOKU,4/29/2021 21:34,Việt Nam,276000,3,2913,55
7247,0KHHHQ,F0KSGV,19,1257000,1255000,5,9964,7E9SF4,1/24/2021 23:24,Trung QUốc,277000,3,2870,117
7248,XQRPSE2OC852E9CITKVKX8OV0C,P0QM8K,18,1258000,1256000,2,4792,LDESLOPO3EYN9NPAR9A4J8PU7ZRWMU2BW0VOWVE0XTZ,7/31/2021 19:34,Trung Quốc,278000,3,2640,59
7249,9251CE,0ZXWNJBU8,8,1259000,1257000,6,2198,TMUSUKO0XP0L,4/15/2020 21:43,Việt Nam,279000,3,2826,6
7250,YYTT6E,XGBVMVPF9AUFG,2,1260000,1258000,5,5923,PVG6C5QRO9J53W3WTD055YRI3AQI96QC450OADMV6L3TO,9/12/2020 22:03,Singapore,280000,3,2567,80
7251,VSBISEEQSHRYXZP1VS77JTXSZRG3NVRQAR43K5ZH3Z3G6N,J43NYT,5,1261000,1259000,5,8335,THC20X57REWU7F7DJB4G1XWO94MY93Q2BZU4O,4/13/2020 22:57,Đài Loan,281000,3,3168,96
7252,3NLG2H,SGEMMC2S14XRTFY9BEJLFM30ECSV3G9IERUTM1OPLT48QIR2C9CJX7DMA1NA1OM6CO9LHAIOXGT9X2I3RU,20,1262000,1260000,2,1107,OSWD9U,5/7/2021 2:36,Đức,282000,3,3172,124
7253,QD5OUK,XQHGSX,8,1263000,1261000,0,2474,PJNDVD0EQO9XHN3Y9DPFGTS29QP05792NI,5/23/2021 9:59,Việt Nam,283000,3,1635,38
7254,3ESX4O,G277WB3XD1DRZ0WKIT44,9,1264000,1262000,3,3853,WBNCZY,10/1/2020 0:50,Hà Lan,284000,3,3060,125
7255,724UN7,1OIOZWBM205ZZM02MU2,2,1265000,1263000,5,5263,KLMLU9IEQ0VLGIV0AGEXM0EU9JP6WKLDZL336HOTNJ2W98,7/5/2020 1:54,Trung Quốc,285000,3,3082,60
7256,LI42CZ,C1FCJ68XUHBW9GMHOXXIKSKHND54C6LT55IVPIAYCD4JLDXYFEC245IVW4UU4LAZ1X96F1W101N2OGMI7APN5MQFCXRE4BWK,3,1266000,1264000,2,9823,0JVSXKBEE4A47MU9YW2G9,10/26/2020 11:55,Trung Quốc,286000,3,2300,129
7257,Q67NXNGOOI1APY,3MN5EOHY5QOK8OQJINVXVX8ZR8U06GNH40,10,1267000,1265000,5,4641,ELJ2RZU5GVUP3T2YTJ8M4MTQBW8W8VJA27AO4KNU1ZO,11/30/2021 4:04,Hàn Quốc,287000,3,4189,108
7258,54E53690G5WRIYTV7KGOZ5BP9E22ZTMUIL5XMZD,YLN4P6,14,1268000,1266000,0,5661,BP0C9BUFJ2JH7ULFMQ0BOQ1H66H5NXDK1FTYVI5GE6OLSQ7LV,1/12/2021 19:51,Trung Quốc,288000,3,2176,49
7259,9LT9BWXBI1584UYRAWUTQXKEO0SWNO5Y9KQB9EA13A5K2TGS,S6YFD5,14,1269000,1267000,2,5152,W9J2O0,11/16/2021 3:40,Thái Lan,289000,3,3110,38
7260,ION8F8R38IW,JF8F4A,17,1270000,1268000,0,5244,BYNMDA,10/2/2020 23:33,Trung QUốc,290000,3,3017,10
7261,D455H0G49N4AKER7XEAWQQ9IR5PW7DONBOAX4MF6UTAHD,RMRQ02H2DMX9B0H3BLAUTXX1G90M0TBDMFAF4YZBVA2SFB8X,3,1271000,1269000,0,4355,9QHIY1,3/1/2020 17:19,Hà Lan,291000,3,4927,10
7262,42XVWC,ZNEHK1,16,1272000,1270000,6,8000,844BQMVKRZBP2E1GKKN76V9VZ5FGLP51QDITL,8/25/2021 14:13,Trung QUốc,292000,3,3244,44
7263,OLXGMWTSPRF9ZUU39F04W8XYTZG1021MX41P6Q50YBNNFE7H,DKIQ7K,17,1273000,1271000,1,6481,VV6UJ9,2/16/2021 6:42,Nhật Bản,293000,3,3298,61
7264,WNE0MJ,KWDQ7M,7,1274000,1272000,4,6274,G0N0SA,7/17/2021 17:57,Trung QUốc,294000,3,4950,41
7265,H6X5LY,4J68NBQ59J3IBEBR4ZHVJDNTAE,14,1275000,1273000,6,2251,ZS4GF6,12/27/2021 22:26,Hà Lan,295000,3,2810,4
7266,BYU4XD,ZM0EI6UAU5RNW3Q5QXBZZNVNIDOW6DGH6MLR7457GQ4N,4,1276000,1274000,2,388,Q6BDKV,12/9/2020 11:29,Thái Lan,296000,3,2468,119
7267,JTU2FI,EW62J1,2,1277000,1275000,4,3213,NDK9Q5,11/18/2021 23:26,Trung Quốc,297000,3,2105,67
7268,W35ALN,S7K7Q5C41KIY1AWQS8XF6GI0Z03UTH7833MLT015DYNPP70G,12,1278000,1276000,1,7417,HHXGXGHMOZG6FQTZ6WDKJ4NT4AQOPJZT797NOMTFL5I3YP8LR,8/27/2021 2:44,Hà Lan,298000,3,3265,4
7269,S9X2TAHQ7E47RMJLUXN902F0G2VB2K816D,BMTIKS7A63NQH,11,1279000,1277000,1,6833,UMORE651FZWM08,7/18/2021 11:15,Đài Loan,299000,3,3205,112
7270,IRJR6P3Y3TA,MY30OA,9,1280000,1278000,2,6327,SVHL09,6/25/2020 14:23,Trung Quốc,300000,3,2443,119
7271,DBY3WJ,OEJ0ZL,14,1281000,1279000,6,5812,9CPMY3YRZPWOLIT78XRMYXSO8DOHIHTGA1FJW1NC,2/1/2020 4:58,Trung Quốc,301000,3,2198,18
7272,T37AP6KYDQUVU8PJ1ZQAQEH4N0NY,0HJ474SZL4IX8BD4XD1ZS1ZI87O3TCR98ERJQW3WACP5WSTNOA7I4GSS091B02BBAEP1Y2F5V6GL0URKBOB,12,1282000,1280000,1,7211,CQ4HFK,8/11/2021 12:48,Đài Loan,302000,3,1949,68
7273,U93PDJYLKU6S0MSI0AGQOB5RKP3DLB,K7OF378LUPVWVH5WAFMDVYLG3YGGDFL4GH82KOA41,9,1283000,1281000,4,5628,CVBRKB,4/10/2021 17:32,Hàn Quốc,303000,3,3101,99
7274,YOPI0S76KTCB55TVMJGWIOQ61,WUKFM,10,1284000,1282000,1,955,8W123H0A97S8F93HL4UIXQM637CDHGRSCFMIHE4OO7G8F,10/23/2021 10:25,Trung QUốc,304000,3,2480,20
7275,EF8N5F,VOVFZW3WUKEFDUL4PO5B9ULRRFMSOMBL6BSQ7R2,17,1285000,1283000,4,1195,628AYFYB1WXAF4K99EAZFKXFFTW8U49MDPPTYUD8,7/13/2020 11:32,Trung QUốc,305000,3,1384,7
7276,6AJXYEUL3YT6X8OM54VPCDTS1HRSD9Y1C5S7CX20NN,6VO1FNPNXJZL3K9710PDM989ELK9Q2W9J1J3EYE1LLYYOS314W5PQ6KNSL39,20,1286000,1284000,2,4648,24MRL1N0P8EBWSQ19RJPEZT72Y1SQRJLURYUU5H6FEESN,5/24/2021 17:12,Trung QUốc,306000,3,2963,107
7277,BFYD4E,5WKU8J8XF6MVHU6ND9E6Z92QVPM37QS87TOK7N32MRYOKR0L,17,1287000,1285000,5,7150,U6TVRN4I5NDNV0UWH2LTTBWLC,5/2/2021 9:23,Việt Nam,307000,3,2939,51
7278,H81S7J,3FOKQPAMAWM321RCICYOTQ0IM,18,1288000,1286000,6,4432,8IOAPL,6/17/2021 17:42,Hà Lan,308000,3,2905,49
7279,D5PZ0Z,RFK6KX,11,1289000,1287000,1,865,VVEEU1GKIT73,10/2/2021 3:53,Trung Quốc,309000,3,3156,33
7280,GHNK7MSDQHQINZI9FHAQR40QAIZ2MFBXJO6U81DHXLJ,O49MSLA8K51GHL51EMRPZHZ3ME4L1YYHCZEYFDA0F,19,1290000,1288000,5,8600,SXDTAK0W1TG1PDDT25RXL5LQ1YLERU5EEZB0R6ELHLII,8/24/2020 13:30,Trung Quốc,310000,3,3183,8
7281,103ZRG,PDCEQI,8,1291000,1289000,2,6141,0GMFMU,6/17/2020 12:40,Trung Quốc,311000,3,1793,115
7282,XZTDP8,5SA03M,5,1292000,1290000,1,9057,NK3GIJ,6/25/2020 4:27,Việt Nam,312000,3,2002,16
7283,5WAW446RLY2VZIZOPOSTLDYWUI9Z,8IYBUHF94JZ0YUDNMIS1SKUBSSEE0QHIO43L8HOR,7,1293000,1291000,6,9862,TDBQDZGP4WNA46PKWQMAJZV7GYMCY,8/17/2020 3:06,Đức,313000,3,3144,78
7284,IBZL4W,T9V5O5DHWZXWOF,3,1294000,1292000,2,7037,XQKMT72FES3CZPF7HM5DTAMSVHZ8I26E5I4Z9,12/28/2020 20:38,Việt Nam,314000,3,3098,37
7285,L38UG4W5JI2KJPWU1XIL2QV586IXUHN7PZEQ78,MJOK83KTFORCNPH,13,1295000,1293000,4,5447,AK98ME,1/6/2021 20:02,Đức,315000,3,2578,50
7286,9GFMPDLTPMHHLVU3LVET2NNMDZ4A,0YSGTJQ7132YTE5P0Q9N51Z2RO4MRK2RJW2A0UX,6,1296000,1294000,0,3446,H2JB87GRB6TARSC41YLBC5KGYXK2PFJK,10/4/2021 20:39,Thái Lan,316000,3,3218,94
7287,1LFK5KNP7J6IEP1SWJM4TEAEHWBHIFHL93XKLMOLT7,P3NSA5DL7GM7OOAFI5TGNCJ9K0K,8,1297000,1295000,7,8757,NU94C4X8VLWHHQGDQ222LPMX00,4/7/2021 2:27,Trung Quốc,317000,3,2656,14
7288,WY645H,EOOKA1GXZE639RB8FLJXUIXN6QLM0DT515TNAO6BKY288YGAE9NJ79,6,1298000,1296000,5,5226,JZZQJSGI0OL58VFEIPYQIE,4/19/2020 20:47,Trung Quốc,318000,3,2233,25
7289,GVH8NVS5C2LO3SQ8M5CF0ICSH6TYRM5WUT1D,U0HAV5U0H6CGCV2MSYAPV1FEXCON7V4B4ZTDB4RLR0NZW1HPH4WTLUNNDSEQLPRS7U,4,1299000,1297000,6,7540,93Q6MCAAL5FL2PS661C4YBUGSDQLF,2/9/2021 2:55,Đức,319000,3,3025,56
7290,NEUI1L,5MMZRSQP3T1682JD5887XHUWKXGX,17,1300000,1298000,5,3288,GTQ5R4,3/8/2021 12:37,Singapore,320000,3,2683,11
7291,DI0T5PRLCGNG7BYY,688UJ07GQBRM52JXUAB5HLNGI4FTYJ9ASHNNB33E0KQHOOLBX3YKQ6OUW9ZH,14,1301000,1299000,5,6997,VAC03Y,6/3/2021 12:58,Trung Quốc,321000,3,3157,43
7292,LCDUZ7F9HT7EDHASR8MFR,JMYDVY,20,1302000,1300000,4,1457,7LEXT97DIDTMNIEVHHFWXHS4HQZ3R70NGQ6TZ4GR4OG3F24,6/10/2020 0:34,Trung Quốc,322000,3,2137,9
7293,HKKSKKRKIUG0UF,P5KWIGV8K6JKRBGVLMY72TT0J6XT6HVSIRKJRLG,17,1303000,1301000,3,3224,UIO4KKJYO56TCQBJ596QTBKZ35B5Z6ZAKZTQYT2Y7HT,2/13/2020 1:46,Việt Nam,323000,3,1395,2
7294,XGGUOR,TLFPNB,14,1304000,1302000,7,6357,J8232G874TMJVY0SCW8JDEW68ZREHDHX3VZI7SMAE5,3/25/2020 7:08,Trung QUốc,324000,3,2034,116
7295,F5DON1,Y7MVBKOT00TN469ZE2UPCFLCVCEMWQ14Y0MTV5JECHWREROISE72MCK0F2NNCQ,1,1305000,1303000,1,2747,M4JY8H,10/13/2020 4:43,Đức,325000,3,3023,5
7296,VY2I0C9447S1376K8OOQ30TLBDTILP1Q4C50QBTG1NKR,1B8U2IAS,14,1306000,1304000,0,4869,6MMA6TM1OOG2VW4D5DJSP,10/19/2020 6:41,Trung QUốc,326000,3,3224,25
7297,BXQ1T3TGZ98TPFG81H8P81SO1HQ1KFMBE3X,STSNVG,7,1307000,1305000,1,4313,Z33O4N,12/13/2021 4:53,Singapore,327000,3,984,24
7298,R7FQCAGWQWLCC41,MUT2EU,2,1308000,1306000,2,6929,MQ47Y0KCJLH5XT53X83O1L0V91SCMK,1/10/2021 13:17,Việt Nam,328000,3,174,7
7299,V83UFK,M3B5W9BJQWEUGJPV0Y6AZI7EXP35YGDA7YF2F3XCM8GY3PSKU4ASI5V26R8ULYS7VHK94K0BOFM5K6T,20,1309000,1307000,3,8719,NH3HOXSSA5JH7JGFD6TO076TEEWCMT5GD,8/26/2021 17:19,Đài Loan,329000,3,2672,40
7300,B6VYAB6H5BS45K7V2ZEO2RLA6AKBMN9,IZIGNAUWDL4J7SU5MLRB9UL3X0A9Y0IHD8RAKRBUTQO6QZTY6BBMCGL9A27Y4NN2RUI0Q0GY73U4XIQW1,8,1310000,1308000,0,9674,RBWOK9,7/13/2021 9:44,Hàn Quốc,330000,3,1159,4
7301,HV00Y86614Y7FQ6GUCT68J4Z7NVTOECW7VIEAY,VXGU15,4,1311000,1309000,3,8731,VS3Z8I,6/11/2021 22:09,Thái Lan,331000,3,2297,118
7302,6E956NZDVZBV33NX,TSA4AV,7,1312000,1310000,4,2547,TUES3E,5/31/2021 20:41,Đức,332000,3,2623,113
7303,W7XH15ZX3ZHUJSU3PDN598VHVKF,FVEN2N,8,1313000,1311000,1,7960,612X7UNH80F5J1PFYLOPP8XLNZ8S47,1/14/2020 8:19,Việt Nam,333000,3,2535,77
7304,K3Z93OQFR4M47RQMUOA36XTR9IHCK1PZEPSZE6CNRZ118317,T163K9I57DP94TLWDHCKF9B3O8OESTZXF08AMIAYBYUQXBY3FHRSY8D1BTLV8T313NK2X0D59ATBO99R1D,20,1314000,1312000,3,5871,OAS5C5EYT31X17215K6R9J7520HA2DBL3WMTM6VHJP7B3UO6,10/22/2021 7:20,Nhật Bản,334000,3,3271,18
7305,P6D2EN,YIAIPPXABVWJ0S88TDO00AM3K4TGFNYEKX27DCBCTCC6S51WPMVC5S10QOV12RNN2PO1PYUPPU2LBKO9R,9,1315000,1313000,6,111,3GNILT5F,8/12/2020 17:05,Đức,335000,3,3166,62
7306,6XS3QDNKFCK165BR8B,LZU1RL,14,1316000,1314000,4,1125,WBMU4G,9/3/2020 10:10,Trung Quốc,336000,3,1783,29
7307,RK9NB1,CRVE69CGHNXVOEBTZSXOQEKXIDQGHE19GXIWPCM79MLUOPQA6XE8RISUNLRTHM32HLKEOHDRUG2I8,12,1317000,1315000,6,5479,TQ9PRMPYIVJBOX23XI5VUHAPV9CPDDBG,1/27/2020 9:04,Trung Quốc,337000,3,2773,26
7308,B6VVAAYO7269VBV3ZUZWZ1D5BZVLSGV746MI,59KO769U822FQSIH4RDTQC8QLFORVDNX30G361G39GX2,18,1318000,1316000,6,1520,UGHKFIW39CZ7K1KZEEILO8R04RVBY4XIBWMC5JWRPIULE8Q,7/31/2021 23:35,Trung Quốc,338000,3,1651,18
7309,2QTO9QXAQFVE4RYU05R3LMY8DRBF14P9GKFV5CKQ,7D5PBL,12,1319000,1317000,6,2658,3DNCXC,3/20/2020 13:18,Trung Quốc,339000,3,2358,119
7310,RHX9CTDG6HEYR961LBYHJSITY3L9RATZ56X478EA,DETDOUOADFRAIRK97ZFV5PKOO8O6HBMW786YG4F3FYD5PH7PMVIJP9SKC9H4Y39RLGSHW29V6Q,2,1320000,1318000,2,615,A4GWX7DQ5E9TW1HGSYST8QSMPXI8I7N98BPDA7HN,2/11/2021 8:43,Đài Loan,340000,3,3228,84
7311,3YD7BN,IHCRPX,7,1321000,1319000,4,2674,7SJJC9L3MRZAM5DRXYNVIAXCYFS7Z6IBXK2QTZQ,6/27/2021 2:32,Đức,341000,3,1826,78
7312,G280CAZ63HQRUOAK3L1KRONNF,EO6K8E,13,1322000,1320000,7,210,9OEXJK1WE2YEOABYD0238HIUZ18,6/14/2020 10:22,Đài Loan,342000,3,2668,59
7313,YRYDDY,V5R39F,4,1323000,1321000,7,4797,6PMH3V,4/13/2021 15:59,Singapore,343000,3,2845,16
7314,ZQOGZO,LL8U7T,15,1324000,1322000,5,6552,1SP2U7,3/24/2021 14:10,Việt Nam,344000,3,3998,30
7315,F0P560,C7HOSI,9,1325000,1323000,6,9104,4D2N6EZ1QVEV8ZCTZYWPB3IX9F9FLXORJFHYCOAD,4/17/2020 10:52,Singapore,345000,3,2246,26
7316,OLZHTC,UAY9AEO3IESB5AKAIR3T760W,19,1326000,1324000,6,5298,QK3ZXKAZZ0Y3BN1SM8S0VITYHJ9NQH,9/7/2021 12:53,Đức,346000,3,1257,125
7317,F27NAJ4NF557H7TLTMI0VCOO2PKG9GZ7QEQ75N9W0Y8,ZILGN8,9,1327000,1325000,7,8138,T3R2DQ7P3L3W4G9MO1NC2O47HIG,1/8/2021 11:06,Hà Lan,347000,3,3251,96
7318,7FIN40QBAGZ769IS6134DJ8FCRZEINZEC5SKBHE7K,04675LXNNIGP5SW6R8A1OIQBFLG1XUWBFVIR91IV6LRQ18O,14,1328000,1326000,7,9444,HS4H4R,2/19/2020 10:03,Trung Quốc,348000,3,971,24
7319,FEW2D2KS0AAHTN2I7AYFUZAB,FMSJBGX0T8XF5DK08PA8T9MKNDI4PV13FJVKV7SC0NL1BW3QX2MUAHNB7NQ3SYEN5XQAA,15,1329000,1327000,7,828,737W6A16W8UUOB8M1PL6U23EJ,7/10/2020 21:54,Đài Loan,349000,3,256,121
7320,Q3BM45,H0P7FUOWC9WI1GWDUHZLDZKZ6F3L4J,9,1330000,1328000,6,8806,OYEMAC,3/25/2020 1:47,Singapore,350000,3,3211,40
7321,HG39XVVV7IZ6J91G2,1YTSHF,17,1331000,1329000,2,1632,9K1P4DO9YQOCY5VO3MZWZ0RH3VPXIHWWBDFI6M5LE8MRU,9/4/2021 9:03,Hàn Quốc,351000,3,831,105
7322,I8SWBYARA97AQS6GQ4NO,MPNYR8,17,1332000,1330000,6,7987,SP050T,8/1/2021 2:38,Trung QUốc,352000,3,2327,43
