ID_VOUCHER,TENVOUCHER,GIATIEN,GIAKHUYENMAI,DKSUDUNG,DACDIEMNOIBAT,THOIHANSUDUNG,ID_DMN
3456,Uphupentor,7010000,1555000,01 Voucher/01 d.vụ. Không bù tiền,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",6/23/2021 5:33,96
3457,Winjubin,7012000,1556000,Không áp dụng Lễ Tết,Cơ hội hòa mình vào k.cảnh thanh bình,4/14/2021 18:45,96
3458,Barvenicin,7014000,1557000,Không áp dụng cho chương trình trả góp 0%,Khắc phục các lỗi an ninh mạng.,3/7/2021 2:48,96
3459,Rapsapepar,7016000,1558000,Không có giá trị quy đổi thành tiền.,Voucher áp dụng cho Buffet tối 40 món,7/2/2021 18:55,96
3460,Winpebimax,7018000,1559000,Sản phẩm không được áp dụng đổi trả,"Nguyên liệu chế biến tươi ngon, sạch sẽ",1/27/2021 5:26,96
3461,Unpickover,7020000,1560000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Hiểu được cảm xúc của chính mình.,8/22/2021 21:58,96
3462,Trusipover,7022000,1561000,Không áp dụng Lễ Tết,"Áp dụng được cho cả nam, nữ",6/16/2021 13:34,96
3463,Surquestin,7024000,1562000,Không áp dụng Lễ Tết,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",6/8/2021 20:55,96
3464,Suptinonazz,7026000,1563000,Số lượng voucher có hạn.,Khắc phục các lỗi an ninh mạng.,5/11/2021 21:54,96
3465,Hapglibicator,7028000,1564000,Một lần t.toán có thể áp dụng nhiều Voucher.,Biết cách làm việc với Python.,10/19/2021 15:02,96
3466,Advenicator,7030000,1565000,Sản phẩm không được áp dụng đổi trả,"Nguyên liệu chế biến tươi ngon, sạch sẽ",2/7/2021 8:06,96
3467,Qwijuban,7032000,1566000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Buffet với 70 món nướng và các món ẩm thực N.Bản,3/25/2021 21:08,96
3468,Varhupin,7034000,1567000,Không có giá trị quy đổi thành tiền.,Miễn phí đón tiễn sân bay 2 chiều.,9/17/2021 6:14,96
3469,Revenicistor,7036000,1568000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Buffet với 70 món nướng và các món ẩm thực N.Bản,1/9/2021 3:50,96
3470,Supcadicator,7038000,1569000,Không áp dụng cho chương trình trả góp 0%,Cơ hội hòa mình vào k.cảnh thanh bình,9/12/2021 12:05,96
3471,Hapnipazz,7040000,1570000,Voucher có giá trị sử dụng đúng 01 lần.,"Không gian ấm cúng, thân mật",9/10/2021 0:01,96
3472,Winpickommazz,7042000,1571000,Không có giá trị quy đổi thành tiền.,Buffet sáng đẳng cấp quốc tế 5 sao.,7/25/2021 13:57,96
3473,Reerackin,7044000,1572000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,"Tiết kiệm t.gian, công sức trong h.tập",10/14/2021 12:51,96
3474,Rapzapistor,7046000,1573000,01 Voucher/01 d.vụ. Không bù tiền,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",7/2/2021 7:22,96
3475,Emtinommax,7048000,1574000,Voucher có giá trị sử dụng đúng 01 lần.,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",2/19/2021 7:03,96
3476,Truwerpazz,7050000,1575000,Sử dụng tối đa 03 voucher/bill t.toán,Miễn phí đón tiễn sân bay 2 chiều.,1/12/2021 14:07,96
3477,Emhupommar,7052000,1576000,Khách hàng có thể đặt mua một lần nhiều Voucher,"Nhân viên trẻ trung,n.nhẹn,n.tình",1/24/2021 9:16,96
3478,Parzapex,7054000,1577000,Sử dụng tối đa 03 voucher/bill t.toán,"Tạo thói quen suy nghĩ,tư duy tích cực",2/26/2021 18:15,96
3479,Addudover,7056000,1578000,01 Voucher/01 d.vụ. Không bù tiền,"Áp dụng được cho cả nam, nữ",9/5/2021 10:02,96
3480,Uppickax,7058000,1579000,Voucher có giá trị sử dụng đúng 01 lần.,"Tạo thói quen suy nghĩ,tư duy tích cực",1/27/2021 8:26,96
3481,Qwijubor,7060000,1580000,Không áp dụng đ.thời với c.trình k.mãi khác,Biết cách làm việc với Python.,10/26/2021 10:49,96
3482,Emdudar,7062000,1581000,Sử dụng tối đa 03 voucher/bill t.toán,Cơ hội hòa mình vào k.cảnh thanh bình,2/7/2021 3:59,96
3483,Suptumantor,7064000,1582000,Không áp dụng đ.thời với c.trình k.mãi khác,"Nguyên liệu chế biến tươi ngon, sạch sẽ",11/22/2021 7:07,96
3484,Insapax,7066000,1583000,Số lượng voucher có hạn.,"Nhân viên trẻ trung,n.nhẹn,n.tình",6/16/2021 8:29,96
3485,Monrobefar,7068000,1584000,Không áp dụng đ.thời với c.trình k.mãi khác,Cơ hội hòa mình vào k.cảnh thanh bình,8/4/2021 13:30,96
3486,Zeejubinax,7070000,1585000,Voucher có giá trị sử dụng đúng 01 lần.,Miễn phí đón tiễn sân bay 2 chiều.,12/10/2020 21:02,96
3487,Varrobentor,7072000,1586000,Áp dụng cho tất cả các ngày trong tuần,"Không gian ấm cúng, thân mật",7/6/2021 9:36,96
3488,Upwerazz,7074000,1587000,Sản phẩm không được áp dụng đổi trả,Voucher áp dụng cho Buffet tối 40 món,6/6/2021 8:33,96
3489,Klirobover,7076000,1588000,Không áp dụng cho chương trình trả góp 0%,Tự g.quyết các bài toán khi l.trình,5/17/2021 8:18,96
3490,Reerantor,7078000,1589000,Không áp dụng đ.thời với c.trình k.mãi khác,Khắc phục các lỗi an ninh mạng.,12/25/2020 16:08,96
3491,Hapglibexar,7080000,1590000,01 Voucher/01 d.vụ. Không bù tiền,"Tạo thói quen suy nghĩ,tư duy tích cực",6/6/2021 13:16,96
3492,Emdimupax,7082000,1591000,Khách hàng có thể đặt mua một lần nhiều Voucher,Cơ hội hòa mình vào k.cảnh thanh bình,8/30/2021 5:47,96
3493,Admunedgazz,7084000,1592000,Một lần t.toán có thể áp dụng nhiều Voucher.,Buffet với 70 món nướng và các món ẩm thực N.Bản,4/9/2021 13:47,96
3494,Growerpupor,7086000,1593000,Không có giá trị quy đổi thành tiền.,"Nhân viên trẻ trung,n.nhẹn,n.tình",5/27/2021 2:18,96
3495,Cipdimantor,7088000,1594000,01 Voucher/01 d.vụ. Không bù tiền,Hiểu được cảm xúc của chính mình.,7/14/2021 13:05,96
3496,Tipglibonan,7090000,1595000,Một lần t.toán có thể áp dụng nhiều Voucher.,Cơ hội hòa mình vào k.cảnh thanh bình,6/23/2021 2:36,96
3497,Tiprobommentor,7092000,1596000,01 Voucher/01 d.vụ. Không bù tiền,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",7/14/2021 16:27,96
3498,Hapdudar,7094000,1597000,Áp dụng cho tất cả các ngày trong tuần,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,12/26/2021 6:50,96
3499,Adpickefan,7096000,1598000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,"Tiết kiệm t.gian, công sức trong h.tập",9/24/2021 19:41,86
3500,Qwivenanower,7098000,1599000,Không có giá trị quy đổi thành tiền.,"Nguyên liệu chế biến tươi ngon, sạch sẽ",3/25/2021 14:39,86
3501,Rappebower,7100000,1600000,Áp dụng cho tất cả các ngày trong tuần,Khắc phục các lỗi an ninh mạng.,4/28/2021 3:37,86
3502,Requestaman,7102000,1601000,Số lượng voucher có hạn.,Buffet với 70 món nướng và các món ẩm thực N.Bản,10/17/2021 17:58,86
3503,Tiperax,7104000,1602000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Miễn phí đón tiễn sân bay 2 chiều.,1/18/2021 15:45,86
3504,Tipcadedgin,7106000,1603000,Voucher có giá trị sử dụng đúng 01 lần.,Miễn phí đón tiễn sân bay 2 chiều.,12/14/2021 1:42,86
3505,Rappickanentor,7108000,1604000,01 Voucher/01 d.vụ. Không bù tiền,Miễn phí đón tiễn sân bay 2 chiều.,3/4/2021 20:29,86
3506,Surcadantor,7110000,1605000,Không áp dụng đ.thời với c.trình k.mãi khác,Hiểu được cảm xúc của chính mình.,9/17/2021 18:04,86
3507,Tiptinomman,7112000,1606000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,"Áp dụng được cho cả nam, nữ",6/5/2021 11:18,86
3508,Emhupower,7114000,1607000,Sản phẩm không được áp dụng đổi trả,Khắc phục các lỗi an ninh mạng.,2/7/2021 15:06,86
3509,Vartanupar,7116000,1608000,Không áp dụng Lễ Tết,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,4/16/2021 8:05,86
3510,Thrutanilor,7118000,1609000,Số lượng voucher có hạn.,Cơ hội hòa mình vào k.cảnh thanh bình,12/30/2021 4:30,86
3511,Dopsipexazz,7120000,1610000,Khách hàng có thể đặt mua một lần nhiều Voucher,Voucher áp dụng cho Buffet tối 40 món,4/29/2021 20:17,86
3512,Partinopover,7122000,1611000,Voucher có giá trị sử dụng đúng 01 lần.,Cơ hội hòa mình vào k.cảnh thanh bình,1/17/2021 0:29,86
3513,Updiman,7124000,1612000,01 Voucher/01 d.vụ. Không bù tiền,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",7/1/2021 16:47,86
3514,Zeerobicator,7126000,1613000,Không áp dụng cho chương trình trả góp 0%,"Không gian ấm cúng, thân mật",5/6/2021 10:29,86
3515,Winvenazz,7128000,1614000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",4/2/2021 18:38,86
3516,Parerazz,7130000,1615000,Không áp dụng Lễ Tết,"Áp dụng được cho cả nam, nữ",6/15/2021 17:59,86
3517,Hapnipplor,7132000,1616000,Khách hàng có thể đặt mua một lần nhiều Voucher,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,7/25/2021 6:27,86
3518,Haptanan,7134000,1617000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Voucher áp dụng cho Buffet tối 40 món,12/23/2021 12:26,86
3519,Varhupan,7136000,1618000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,"Nguyên liệu chế biến tươi ngon, sạch sẽ",10/7/2021 8:25,86
3520,Surpebaquazz,7138000,1619000,01 Voucher/01 d.vụ. Không bù tiền,"Nguyên liệu chế biến tươi ngon, sạch sẽ",10/9/2021 17:59,86
3521,Wintinower,7140000,1620000,Sản phẩm không được áp dụng đổi trả,Buffet với 70 món nướng và các món ẩm thực N.Bản,8/3/2021 22:31,86
3522,Barpickantor,7142000,1621000,Khách hàng có thể đặt mua một lần nhiều Voucher,Hiểu được cảm xúc của chính mình.,10/19/2021 12:36,86
3523,Thrudiman,7144000,1622000,Sử dụng tối đa 03 voucher/bill t.toán,Hiểu được cảm xúc của chính mình.,4/2/2021 21:56,86
3524,Qwiglibilentor,7146000,1623000,Không áp dụng đ.thời với c.trình k.mãi khác,"Nhân viên trẻ trung,n.nhẹn,n.tình",12/15/2020 11:42,86
3525,Endwerpantor,7148000,1624000,Không áp dụng Lễ Tết,Miễn phí đón tiễn sân bay 2 chiều.,3/8/2021 22:48,86
3526,Frokilicator,7150000,1625000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,"Tiết kiệm t.gian, công sức trong h.tập",12/11/2020 18:13,86
3527,Adhupin,7152000,1626000,Không áp dụng Lễ Tết,Cơ hội hòa mình vào k.cảnh thanh bình,3/18/2021 0:09,86
3528,Inkilan,7154000,1627000,Không áp dụng Lễ Tết,Cơ hội hòa mình vào k.cảnh thanh bình,4/20/2021 10:33,86
3529,Thrufropicator,7156000,1628000,Số lượng voucher có hạn.,Miễn phí đón tiễn sân bay 2 chiều.,12/18/2021 18:18,86
3530,Lomfropan,7158000,1629000,Một lần t.toán có thể áp dụng nhiều Voucher.,Hiểu được cảm xúc của chính mình.,8/29/2021 4:28,86
3531,Haphupex,7160000,1630000,Sản phẩm không được áp dụng đổi trả,Voucher áp dụng cho Buffet tối 40 món,6/30/2021 21:40,86
3532,Zeeglibedax,7162000,1631000,Khách hàng có thể đặt mua một lần nhiều Voucher,"Nhân viên trẻ trung,n.nhẹn,n.tình",1/29/2021 2:27,86
3533,Thrueranan,7164000,1632000,Không có giá trị quy đổi thành tiền.,"Không gian ấm cúng, thân mật",6/3/2021 22:34,86
3534,Lomkilexar,7166000,1633000,Một lần t.toán có thể áp dụng nhiều Voucher.,Buffet với 70 món nướng và các món ẩm thực N.Bản,5/13/2021 19:23,86
3535,Cipzapazz,7168000,1634000,Voucher có giá trị sử dụng đúng 01 lần.,Voucher áp dụng cho Buffet tối 40 món,10/1/2021 4:49,86
3536,Tipbaneficator,7170000,1635000,Một lần t.toán có thể áp dụng nhiều Voucher.,Khắc phục các lỗi an ninh mạng.,12/9/2020 16:50,86
3537,Rapzapinicator,7172000,1636000,Không có giá trị quy đổi thành tiền.,Hiểu được cảm xúc của chính mình.,12/20/2020 12:13,86
3538,Emdimollistor,7174000,1637000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Khắc phục các lỗi an ninh mạng.,12/9/2021 5:25,86
3539,Retinupex,7176000,1638000,Khách hàng có thể đặt mua một lần nhiều Voucher,Tự g.quyết các bài toán khi l.trình,3/14/2021 12:00,86
3540,Adfropedover,7178000,1639000,Áp dụng cho tất cả các ngày trong tuần,Miễn phí đón tiễn sân bay 2 chiều.,11/16/2021 19:26,86
3541,Supkileficator,7180000,1640000,Không có giá trị quy đổi thành tiền.,Voucher áp dụng cho Buffet tối 40 món,7/7/2021 9:44,86
3542,Monjuban,7182000,1641000,Sử dụng tối đa 03 voucher/bill t.toán,"Áp dụng được cho cả nam, nữ",4/28/2021 18:29,86
3543,Upkilover,7184000,1642000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Voucher áp dụng cho Buffet tối 40 món,1/21/2021 0:27,86
3544,Retinimicator,7186000,1643000,Khách hàng có thể đặt mua một lần nhiều Voucher,Voucher áp dụng cho Buffet tối 40 món,5/18/2021 3:49,86
3545,Adpebedantor,7188000,1644000,Áp dụng cho tất cả các ngày trong tuần,Buffet sáng đẳng cấp quốc tế 5 sao.,8/27/2021 19:52,86
3546,Kliwerilover,7190000,1645000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",4/20/2021 12:46,86
3547,Kliwerentor,7192000,1646000,Không áp dụng Lễ Tết,Buffet với 70 món nướng và các món ẩm thực N.Bản,1/29/2021 13:00,86
3548,Monsapackazz,7194000,1647000,Không áp dụng cho chương trình trả góp 0%,Hiểu được cảm xúc của chính mình.,12/4/2021 3:19,86
3549,Emdudicantor,7196000,1648000,Khách hàng có thể đặt mua một lần nhiều Voucher,Khắc phục các lỗi an ninh mạng.,1/24/2021 7:40,86
3550,Tipwerilicator,7198000,1649000,Voucher có giá trị sử dụng đúng 01 lần.,Cơ hội hòa mình vào k.cảnh thanh bình,12/29/2020 19:05,86
3551,Barmunexar,7200000,1650000,Không có giá trị quy đổi thành tiền.,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",11/28/2021 20:09,86
3552,Endwerpax,7202000,1651000,Sử dụng tối đa 03 voucher/bill t.toán,"Nhân viên trẻ trung,n.nhẹn,n.tình",7/22/2021 4:02,86
3553,Surpebantor,7204000,1652000,Một lần t.toán có thể áp dụng nhiều Voucher.,Tự g.quyết các bài toán khi l.trình,2/18/2021 22:24,86
3554,Monpickepax,7206000,1653000,Không có giá trị quy đổi thành tiền.,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",12/16/2021 1:42,86
3555,Tipkiledgistor,7208000,1654000,Số lượng voucher có hạn.,"Không gian ấm cúng, thân mật",8/21/2021 16:08,86
3556,Endtanentor,7210000,1655000,Không áp dụng Lễ Tết,Biết cách làm việc với Python.,7/9/2021 15:02,86
3557,Gropickin,7212000,1656000,Không có giá trị quy đổi thành tiền.,"Không gian ấm cúng, thân mật",6/16/2021 20:02,86
3558,Frovenommex,7214000,1657000,Khách hàng có thể đặt mua một lần nhiều Voucher,"Nguyên liệu chế biến tươi ngon, sạch sẽ",1/4/2021 4:03,86
3559,Frozapadantor,7216000,1658000,Không áp dụng cho chương trình trả góp 0%,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,9/7/2021 2:53,86
3560,Zeedudistor,7218000,1659000,Không có giá trị quy đổi thành tiền.,Biết cách làm việc với Python.,2/22/2021 2:15,86
3561,Rapnipistor,7220000,1660000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,"Áp dụng được cho cả nam, nữ",6/2/2021 17:54,86
3562,Qwijuban,7222000,1661000,Áp dụng cho tất cả các ngày trong tuần,Hiểu được cảm xúc của chính mình.,1/16/2021 0:45,86
3563,Rapwerower,7224000,1662000,Không áp dụng cho chương trình trả góp 0%,"Nhân viên trẻ trung,n.nhẹn,n.tình",2/19/2021 20:49,86
3564,Tuperollistor,7226000,1663000,Sản phẩm không được áp dụng đổi trả,Buffet với 70 món nướng và các món ẩm thực N.Bản,8/18/2021 3:37,86
3565,Trupickicower,7228000,1664000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,"Áp dụng được cho cả nam, nữ",6/1/2021 6:49,86
3566,Ciptinaquex,7230000,1665000,Áp dụng cho tất cả các ngày trong tuần,Biết cách làm việc với Python.,3/1/2021 17:50,86
3567,Winpebor,7232000,1666000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,"Nguyên liệu chế biến tươi ngon, sạch sẽ",8/15/2021 1:56,86
3568,Monzapicator,7234000,1667000,Sản phẩm không được áp dụng đổi trả,"Nguyên liệu chế biến tươi ngon, sạch sẽ",1/18/2021 21:24,86
3569,Frosapazz,7236000,1668000,Khách hàng có thể đặt mua một lần nhiều Voucher,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,8/5/2021 5:40,86
3570,Emdudupistor,7238000,1669000,Khách hàng có thể đặt mua một lần nhiều Voucher,Tự g.quyết các bài toán khi l.trình,3/25/2021 1:47,86
3571,Cippebover,7240000,1670000,01 Voucher/01 d.vụ. Không bù tiền,Cơ hội hòa mình vào k.cảnh thanh bình,5/27/2021 5:46,86
3572,Adnipanentor,7242000,1671000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,"Nhân viên trẻ trung,n.nhẹn,n.tình",8/16/2021 1:03,86
3573,Klimunar,7244000,1672000,Không áp dụng đ.thời với c.trình k.mãi khác,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",9/11/2021 0:26,86
3574,Trukilanantor,7246000,1673000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Khắc phục các lỗi an ninh mạng.,11/20/2021 12:59,86
3575,Tupwerpazz,7248000,1674000,Một lần t.toán có thể áp dụng nhiều Voucher.,Voucher áp dụng cho Buffet tối 40 món,3/5/2021 8:14,86
3576,Varwerpanor,7250000,1675000,Khách hàng có thể đặt mua một lần nhiều Voucher,Tự g.quyết các bài toán khi l.trình,3/8/2021 4:02,86
3577,Qwieranazz,7252000,1676000,Sử dụng tối đa 03 voucher/bill t.toán,"Tiết kiệm t.gian, công sức trong h.tập",8/29/2021 12:08,86
3578,Raptumantor,7254000,1677000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Khắc phục các lỗi an ninh mạng.,11/15/2021 18:07,86
3579,Zeesapicator,7256000,1678000,Không áp dụng đ.thời với c.trình k.mãi khác,Buffet sáng đẳng cấp quốc tế 5 sao.,4/19/2021 15:50,86
3580,Qwiglibex,7258000,1679000,Số lượng voucher có hạn.,Buffet với 70 món nướng và các món ẩm thực N.Bản,11/18/2021 10:03,86
3581,Groglibegistor,7260000,1680000,Sử dụng tối đa 03 voucher/bill t.toán,Tự g.quyết các bài toán khi l.trình,11/12/2021 5:14,86
3582,Varpebackax,7262000,1681000,Không áp dụng đ.thời với c.trình k.mãi khác,Buffet sáng đẳng cấp quốc tế 5 sao.,4/13/2021 20:51,86
3583,Suphupantor,7264000,1682000,Không áp dụng đ.thời với c.trình k.mãi khác,"Tiết kiệm t.gian, công sức trong h.tập",2/25/2021 2:52,86
3584,Raperefantor,7266000,1683000,Áp dụng cho tất cả các ngày trong tuần,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,11/19/2021 23:12,86
3585,Frorobinex,7268000,1684000,Khách hàng có thể đặt mua một lần nhiều Voucher,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",9/30/2021 8:19,86
3586,Montanadover,7270000,1685000,Khách hàng có thể đặt mua một lần nhiều Voucher,Biết cách làm việc với Python.,12/9/2021 17:39,86
3587,Tiphupazz,7272000,1686000,Sử dụng tối đa 03 voucher/bill t.toán,Buffet sáng đẳng cấp quốc tế 5 sao.,12/10/2021 4:03,86
3588,Happebantor,7274000,1687000,Số lượng voucher có hạn.,"Tiết kiệm t.gian, công sức trong h.tập",6/18/2021 20:53,86
3589,Lomdudedgex,7276000,1688000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Biết cách làm việc với Python.,9/22/2021 3:15,86
3590,Surkiladicator,7278000,1689000,Sản phẩm không được áp dụng đổi trả,"Nhân viên trẻ trung,n.nhẹn,n.tình",2/22/2021 13:47,86
3591,Dopzapantor,7280000,1690000,Khách hàng có thể đặt mua một lần nhiều Voucher,Miễn phí đón tiễn sân bay 2 chiều.,6/24/2021 20:49,86
3592,Truquestover,7282000,1691000,Sử dụng tối đa 03 voucher/bill t.toán,Buffet sáng đẳng cấp quốc tế 5 sao.,12/16/2021 8:11,86
3593,Zeedudazz,7284000,1692000,Không áp dụng cho chương trình trả góp 0%,"Tiết kiệm t.gian, công sức trong h.tập",3/4/2021 2:31,86
3594,Tipwerefistor,7286000,1693000,Không áp dụng cho chương trình trả góp 0%,Biết cách làm việc với Python.,12/21/2020 9:44,86
3595,Winericar,7288000,1694000,Khách hàng có thể đặt mua một lần nhiều Voucher,Voucher áp dụng cho Buffet tối 40 món,5/17/2021 1:32,86
3596,Tuppickex,7290000,1695000,Không có giá trị quy đổi thành tiền.,"Nhân viên trẻ trung,n.nhẹn,n.tình",5/22/2021 8:59,86
3597,Frotinopover,7292000,1696000,01 Voucher/01 d.vụ. Không bù tiền,Buffet với 70 món nướng và các món ẩm thực N.Bản,2/6/2021 21:39,86
3598,Dopkilin,7294000,1697000,Không áp dụng đ.thời với c.trình k.mãi khác,Buffet với 70 món nướng và các món ẩm thực N.Bản,6/4/2021 20:50,86
3599,Bardimupazz,7296000,1698000,01 Voucher/01 d.vụ. Không bù tiền,"Tiết kiệm t.gian, công sức trong h.tập",12/16/2021 21:00,86
3600,Frosapin,7298000,1699000,Áp dụng cho tất cả các ngày trong tuần,"Tiết kiệm t.gian, công sức trong h.tập",5/29/2021 2:02,86
3601,Unquestonex,7300000,1700000,Số lượng voucher có hạn.,Voucher áp dụng cho Buffet tối 40 món,9/5/2021 10:51,86
3602,Tupfropanower,7302000,1701000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,"Tiết kiệm t.gian, công sức trong h.tập",12/11/2020 15:36,86
3603,Zeediminower,7304000,1702000,Voucher có giá trị sử dụng đúng 01 lần.,Hiểu được cảm xúc của chính mình.,3/31/2021 21:39,86
3604,Surdimantor,7306000,1703000,Áp dụng cho tất cả các ngày trong tuần,Buffet với 70 món nướng và các món ẩm thực N.Bản,11/1/2021 5:54,86
3605,Dopjubentor,7308000,1704000,Khách hàng có thể đặt mua một lần nhiều Voucher,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,8/4/2021 13:20,86
3606,Addimefan,7310000,1705000,Không áp dụng đ.thời với c.trình k.mãi khác,"Không gian ấm cúng, thân mật",3/15/2021 19:06,86
3607,Tipglibex,7312000,1706000,Một lần t.toán có thể áp dụng nhiều Voucher.,Biết cách làm việc với Python.,11/10/2021 3:36,86
3608,Rapcadax,7314000,1707000,Số lượng voucher có hạn.,Biết cách làm việc với Python.,3/31/2021 9:25,86
3609,Adcadamistor,7316000,1708000,Không áp dụng Lễ Tết,"Nguyên liệu chế biến tươi ngon, sạch sẽ",9/12/2021 17:27,86
3610,Emkilopentor,7318000,1709000,01 Voucher/01 d.vụ. Không bù tiền,Cơ hội hòa mình vào k.cảnh thanh bình,5/16/2021 12:06,86
3611,Adzapedover,7320000,1710000,Voucher có giá trị sử dụng đúng 01 lần.,Voucher áp dụng cho Buffet tối 40 món,11/10/2021 2:54,86
3612,Qwibanepax,7322000,1711000,01 Voucher/01 d.vụ. Không bù tiền,"Áp dụng được cho cả nam, nữ",8/1/2021 1:55,86
3613,Zeehuponan,7324000,1712000,Số lượng voucher có hạn.,Tự g.quyết các bài toán khi l.trình,9/16/2021 12:13,86
3614,Unsapazz,7326000,1713000,Khách hàng có thể đặt mua một lần nhiều Voucher,Hiểu được cảm xúc của chính mình.,10/19/2021 16:51,86
3615,Lomnipedentor,7328000,1714000,Không áp dụng cho chương trình trả góp 0%,"Không gian ấm cúng, thân mật",4/11/2021 21:02,86
3616,Supdudamover,7330000,1715000,Khách hàng có thể đặt mua một lần nhiều Voucher,Khắc phục các lỗi an ninh mạng.,1/19/2021 21:03,86
3617,Zeedimonentor,7332000,1716000,Không áp dụng Lễ Tết,"Không gian ấm cúng, thân mật",11/20/2021 21:53,86
3618,Zeepebackex,7334000,1717000,Sản phẩm không được áp dụng đổi trả,"Nhân viên trẻ trung,n.nhẹn,n.tình",4/1/2021 21:37,86
3619,Dopkilefex,7336000,1718000,Voucher có giá trị sử dụng đúng 01 lần.,Buffet sáng đẳng cấp quốc tế 5 sao.,11/17/2021 19:19,86
3620,Doptanazz,7338000,1719000,Không áp dụng đ.thời với c.trình k.mãi khác,Miễn phí đón tiễn sân bay 2 chiều.,6/22/2021 13:10,86
3621,Rerobin,7340000,1720000,Sản phẩm không được áp dụng đổi trả,"Nhân viên trẻ trung,n.nhẹn,n.tình",3/22/2021 13:47,86
3622,Hapdimanentor,7342000,1721000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Miễn phí đón tiễn sân bay 2 chiều.,1/27/2021 5:02,25
3623,Raptinar,7344000,1722000,Không áp dụng Lễ Tết,Cơ hội hòa mình vào k.cảnh thanh bình,4/28/2021 18:09,25
3624,Supmuninover,7346000,1723000,Không có giá trị quy đổi thành tiền.,"Tiết kiệm t.gian, công sức trong h.tập",5/13/2021 15:52,25
3625,Winsapommin,7348000,1724000,Số lượng voucher có hạn.,Voucher áp dụng cho Buffet tối 40 món,9/30/2021 4:59,25
3626,Emfropar,7350000,1725000,Sử dụng tối đa 03 voucher/bill t.toán,Biết cách làm việc với Python.,6/10/2021 21:35,25
3627,Adpebackazz,7352000,1726000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Miễn phí đón tiễn sân bay 2 chiều.,5/14/2021 22:31,25
3628,Cipmunupax,7354000,1727000,Sản phẩm không được áp dụng đổi trả,Buffet sáng đẳng cấp quốc tế 5 sao.,8/21/2021 14:42,25
3629,Frosapedor,7356000,1728000,Sản phẩm không được áp dụng đổi trả,Tự g.quyết các bài toán khi l.trình,6/6/2021 11:27,25
3630,Winnipopor,7358000,1729000,Không áp dụng đ.thời với c.trình k.mãi khác,Hiểu được cảm xúc của chính mình.,10/13/2021 23:16,25
3631,Supbanackex,7360000,1730000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Buffet sáng đẳng cấp quốc tế 5 sao.,12/30/2020 6:22,25
3632,Tupdimax,7362000,1731000,Một lần t.toán có thể áp dụng nhiều Voucher.,Tự g.quyết các bài toán khi l.trình,2/24/2021 15:17,25
3633,Varjubover,7364000,1732000,Số lượng voucher có hạn.,Buffet với 70 món nướng và các món ẩm thực N.Bản,11/29/2021 21:08,25
3634,Zeecadegan,7366000,1733000,Khách hàng có thể đặt mua một lần nhiều Voucher,Hiểu được cảm xúc của chính mình.,11/21/2021 13:49,25
